Token,POS
moo,CD18
meralo,N04
e,CS04
jwalo,ADV
e,CS04
seng,MNEG
teng,PROEMPLOC
",",ZM
jwalo,ADV
ka,PART
merafong,N04
le,PART
ho,CN15
etsa,V
dintho,N10
ka,PART
diminerale,N10
",",ZM
disebediswa,N10
tsa,CPOSS10
ka,PART
tlung,N09
",",ZM
barekisi,N02
le,PART
ka,PART
ho,CN15
tsepamisa,V
maikutlo,N06
ntlafatsong,N09
ya,CPOSS09
tshehetso,N09
ya,CPOSS09
dikgwebo,N10
tse,ADJC10
nyenyane,ADJ10
",",ZM
kahong,N09
",",ZM
di-indasteri,N10
tsa,CPOSS10
boqapi,N14
",",ZM
temo,N09
le,PART
ho,CN15
fetola,V
dihlahiswa,N08
tsa,CPOSS08
temo,N09
.,ZE
,
Ke,CSPERS
sa,CPOSS07
rata,V
ho,CN15
boela,V
ke,CSPERS
tiisetsa,V
taba,N09
ya,CPOSS09
hore,CONJ
re,CSPERS
tla,V
dula,V
re,CSPERS
ntse,VAUX
re,CSPERS
tshehetsa,V
mokga,N03
wa,CPOSS03
makoloi,N06
",",ZM
mme,CONJ
ka,PART
hoo,CD17
",",ZM
re,CSPERS
tla,V
etsa,V
bonnete,N14
ba,CPOSS14
hore,CONJ
tshehetso,N09
e,CS09
fuwang,V
mokga,N03
ona,PROEMP03
ka,PART
Lenaneo,N05
la,CPOSS05
Indasteri,N09
ya,CPOSS09
Tlhahiso,N09
ya,CPOSS09
Makoloi,N06
e,CS09
tswela,V
pele,NLOC
.,ZE
,
Boemong,N14
bo,CS14
hodimo,N16
ba,CPOSS14
ikonomi,N09
",",ZM
re,CSPERS
tla,V
tswela,V
pele,NLOC
ho,CN15
boloka,V
le,PART
ho,CN15
bona,V
hore,CONJ
tshehetso,N09
ya,CPOSS09
ikonomi,N09
e,CS09
ya,V
hola,V
",",ZM
le,PART
ho,CN15
fokotsa,V
ho,CN15
se,CO07
sireletseha,V
ho,CN15
bakwang,V
ke,PART
dintho,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
ho,PART
naha,N09
.,ZE
,
Bakeng,N07
sa,CPOSS07
ho,CN15
potlakisa,V
ho,CN15
aha,V
dibopeho,N08
tsa,CPOSS08
motheo,N03
re,CSPERS
tla,V
phethahatsa,V
tlhahiso,N09
ya,CPOSS09
moralo,N03
o,CS03
nang,VCOP
le,PART
nyalanyo,N09
wa,CPOSS03
dibopeho,N08
tsa,CPOSS08
motheo,N03
",",ZM
ka,PART
ho,CN15
hatella,V
tabeng,N09
ya,CPOSS09
paballo,N09
ya,CPOSS09
eneji,N09
.,ZE
,
Hona,PROEMPLOC
ho,CN15
bolela,V
ho,CN15
hokahanya,V
mananeo,N06
a,CPOSS06
Dikgwebo,N10
tsa,CPOSS10
Mmuso,N03
le,PART
ho,CN15
beha,V
maano,N06
a,CPOSS06
meralo,N04
ya,CPOSS04
dibopeho,N08
tsa,CPOSS08
motheo,N03
",",ZM
ho,CN15
kenyelletswa,V
le,PART
ho,CN15
rwala,V
dithoto,N10
",",ZM
dipeipi,N10
tsa,CPOSS10
ho,CN15
tsamaisa,V
eneji,N09
",",ZM
thekenoloji,N09
ya,CPOSS09
tlhahisoleseding,N09
le,PART
dikgokahano,N10
",",ZM
mebila,N04
",",ZM
metsi,N06
le,PART
motlakase,N03
",",ZM
ho,CN15
shebilwe,V
nako,N09
le,PART
moo,CD18
di,CS10
leng,VCOP
teng,PROEMPLOC
.,ZE
,
Se,CO07
akaretsang,V
mererong,N04
ena,CD04
",",ZM
e,CSNEUT
bile,VAUX
e,CSNEUT
le,VCOP
sa,CPOSS07
bohlokwa,N14
haholo,ADV
ke,VCOP
thekenoloji,N09
ya,CPOSS09
tlhahisoleseding,N09
le,PART
dikgokahano,N10
eo,CD09
e,CS09
leng,VCOP
mothusi,N01
hape,ADV
e,CS09
le,VCOP
mokga,N03
ka,PART
boyona,N14
.,ZE
,
Ka,PART
mokgwa,N03
o,CS03
tshwanang,V
",",ZM
selemong,N07
sena,CD07
re,CSPERS
tla,V
phethahatsa,V
ho,CN15
fana,V
ka,PART
laesense,N09
le,PART
ho,CN15
etsa,V
hore,CONJ
Infraco,RV
e,CS09
sebetse,V
.,ZE
,
Sentech,RV
e,CS09
se,CS07
e,CS09
ntse,VAUX
e,CS09
fuwe,V
tjhelete,N09
hore,CONJ
e,CS09
kgone,V
ho,CN15
fana,V
ka,PART
ditshebeletso,N10
tsa,CPOSS10
inthanete,N09
.,ZE
,
Ka,PART
ho,CN15
sebedisana,V
le,PART
mebuso,N04
e,ADJC04
meng,ADJ04
e,CS04
kontinenteng,N09
le,PART
mokga,N03
wa,CPOSS03
poraefete,N09
",",ZM
re,CSPERS
tla,V
phethahatsa,V
tshebetso,N09
ya,CPOSS09
ho,CN15
thakgola,V
mosebetsi,N03
wa,CPOSS03
ho,CN15
tsamaisa,V
mehala,N04
ka,PART
tlasa,V
lewatle,N05
.,ZE
,
Hape,ADV
",",ZM
re,CSPERS
batla,V
ho,CN15
fana,V
ka,PART
kgaso,N09
eo,CD09
e,CS09
seng,MNEG
ya,CPOSS09
mohala,N03
ho,PART
dipersente,N10
tse,CS10
50,RV
tsa,CPOSS10
baahi,N02
mafelong,N06
a,CPOSS06
selemo,N07
sena,CD07
.,ZE
,
Mabapi,ADV
le,PART
hona,PROEMPLOC
",",ZM
re,CSPERS
tla,V
be,VCOP
re,CSPERS
se,CS07
re,CSPERS
qala,V
ka,PART
leano,N05
la,CPOSS05
rona,PROPOSSPERS
la,CPOSS05
ho,CN15
hlahisa,V
Set,RV
Top,RV
Boxes,RV
",",ZM
le,CS05
tla,V
phethahatswa,V
mahareng,ADV
a,CPOSS06
selemo,N07
sena,CD07
.,ZE
,
Ka,PART
ha,CONJ
re,CSPERS
lemohile,V
hore,CONJ
tshebetso,N09
ya,CPOSS09
mmuso,N03
e,CS09
batla,V
e,CS09
tsamaya,V
butle,ADV
mabapi,ADV
le,PART
dikopo,N10
tsa,CPOSS10
dipeeletso,N10
mererong,N04
e,CS04
tshwanang,V
le,PART
ho,CN15
fumana,V
mobu,N03
",",ZM
dibopeho,N08
tsa,CPOSS08
motheo,N03
le,PART
ditekolo,N10
tsa,CPOSS10
tikoloho,N09
",",ZM
mme,CONJ
tse,CS10
di,CS10
ka,PART
sitisa,V
kapa,CONJ
tsa,CS10
kgontsha,V
peeletso,N09
",",ZM
re,CSPERS
entse,V
qeto,N09
ya,CPOSS09
hore,CONJ
ka,PART
ho,CN15
ya,V
ka,PART
moya,N03
wa,CPOSS03
Ho,CN15
Etsa,V
Dintho,N10
ka,PART
Mokgwa,N03
o,CS03
sa,CPOSS07
Tlwaelehang,V
",",ZM
re,CSPERS
hlome,V
sebaka,N07
seo,CD07
ho,CN15
tla,V
letsetswa,V
ho,PART
sona,PROEMP07
hore,CONJ
batho,N02
bao,CD02
ba,CS02
batlang,V
ho,CN15
beeletsa,V
le,PART
mmuso,N03
ba,CS02
kgone,V
ho,CN15
sala,V
morao,N18
dikopo,N10
tsa,CPOSS10
bona,PROPOSS02
.,ZE
,
Mosebetsi,N03
o,CS03
se,CS07
o,CS03
qadile,V
.,ZE
,
Karolo,N09
ya,CPOSS09
lenaneo,N05
la,CPOSS05
mmuso,N03
la,CPOSS05
Dintho,N10
tse,CS10
Lokelang,V
ho,CN15
ba,VCOP
ka,PART
Hodimodimo,N16
Lenaneng,N05
e,CS09
tla,V
tsepamiso,N09
ya,CPOSS09
maikutlo,N06
ditabeng,N10
tsa,CPOSS10
ntshetsopele,N09
ya,CPOSS09
bokgoni,N14
.,ZE
,
Mosebetsi,N03
wa,CPOSS03
ho,CN15
lekola,V
botjha,N14
Leano,N05
la,CPOSS05
Naha,N09
la,CPOSS05
Ntshetsopele,N09
ya,CPOSS09
Bokgoni,N14
ba,CPOSS14
Batho,N02
o,CS03
tla,V
phethahatswa,V
selemong,N07
sena,CD07
",",ZM
le,PART
diprojeke,N10
tsa,CPOSS10
sehlopha,N07
sa,CPOSS07
kopanelo,N09
tsa,CPOSS10
mmuso,N03
",",ZM
basebetsi,N02
",",ZM
kgwebo,N09
le,PART
di-institjhushene,N10
tsa,CPOSS10
thuto,N09
tse,CS10
hlophisitsweng,V
tlasa,V
lenaneo,N05
la,CPOSS05
Joint,RV
Initiative,RV
on,RV
Priority,RV
Skills,RV
Acquisition,RV
(,ZPL
JIPSA,RK
),ZPR
",",ZM
di,CS10
tla,V
matlafatswa,V
.,ZE
,
Ke,VCOP
nnete,N09
hore,CONJ
re,CSPERS
kgothaletswa,V
ke,PART
dikarabelo,N10
tse,ADJC10
ntle,ADJ10
tse,CS10
tswang,V
mokgeng,N03
wa,CPOSS03
poraefete,N09
jwalo,ADV
ka,PART
ha,CONJ
ho,CN15
bontshitswe,V
ka,PART
boitlamo,N14
ba,CPOSS14
di-CEO,N10
tse,CS10
70,RV
tsa,CPOSS10
dikhampani,N10
tse,CS10
leng,VCOP
lenaneng,N05
la,CPOSS05
Johannesburg,RV
Securities,RV
Exchange,RV
hore,CONJ
ba,CS02
tla,V
sebetsa,N07
le,PART
mmuso,N03
mabapi,ADV
le,PART
phephetso,N09
ya,CPOSS09
tlhokeho,N09
ya,CPOSS09
bokgoni,N14
.,ZE
,
Ka,PART
hodima,N16
mosebetsi,N03
ona,PROEMP03
",",ZM
re,CSPERS
tla,V
re,CSPERS
mo,CD18
nakong,N09
e,CS09
tlang,V
re,CSPERS
kenye,V
letsoho,N05
ka,PART
pejana,NLOC
ntlafatsong,N09
ya,CPOSS09
dikholetjhe,N10
tsa,CPOSS10
Thuto,N09
e,CS09
Tswelang,V
Pele,NLOC
(,ZPL
FET,RL
),ZPR
",",ZM
di-SETA,N10
",",ZM
ra,CSPERS
neha,V
dikolo,N10
tse,CS10
futsanehileng,V
mehlodi,N04
ya,CPOSS04
thuso,N09
",",ZM
le,PART
ho,CN15
di,CO10
lokolla,V
ditlamong,N10
tsa,CPOSS10
ho,CN15
lefisa,V
tjhelete,N09
ya,CPOSS09
sekolo,N07
",",ZM
le,PART
ho,CN15
potlakisa,V
thupelo,N09
ya,CPOSS09
mosebetsi,N03
ya,CPOSS09
bao,CD02
ba,CS02
sa,CPOSS07
tswa,V
fumana,V
mangolo,N06
a,CPOSS06
bona,PROPOSS02
a,CPOSS06
thuto,N09
tsa,CPOSS10
yunivesithi,N09
.,ZE
,
Hodima,N16
moo,CD18
",",ZM
ka,PART
mora,N18
ho,CN15
lokisa,V
bofokodi,N14
ba,CPOSS14
lenaneo,N05
la,CPOSS05
Thuto,N09
ya,CPOSS09
Motheo,N03
a,CS06
Batho,N02
ba,CS02
Hodileng,V
",",ZM
boo,CD14
re,CSPERS
bo,CO14
hlwaileng,V
selemong,N07
se,CS07
fetileng,V
",",ZM
kgweding,N09
ena,CD09
re,CSPERS
tla,V
thakgola,V
letsholo,N05
la,CPOSS05
ho,CN15
ruta,V
batho,N02
ba,ADJC02
bangata,ADJ02
ho,CN15
bala,V
le,PART
ho,CN15
ngola,V
le,CS05
tla,V
tsejwa,V
ka,PART
Kha,RV
Ri,V
Gude,RV
(,ZPL
ha,CONJ
re,CSPERS
ithuteng,V
),ZPR
.,ZE
,
Lona,PROEMP05
le,CS05
tla,V
kenyelletsa,V
ho,CN15
rupellwa,V
ha,CONJ
barupelli,N02
ba,CPOSS02
ka,PART
sehloohong,N07
ba,CS02
tla,V
fana,V
ka,PART
thupelo,N09
ya,CPOSS09
motheo,N03
ya,CPOSS09
ho,CN15
bala,V
le,PART
ho,CN15
ngola,V
bathong,N02
ba,ADJC02
baholo,ADJ02
le,PART
batjha,N02
ba,CPOSS02
300,RV
000,RV
ka,PART
selemo,N07
sa,CPOSS07
2008,RV
.,ZE
,
Mme,CONJ
Sepikara,N07
le,PART
Modulasetulo,N01
;,ZM
,
Bohareng,N14
ba,CPOSS14
mananeo,N06
a,CPOSS06
rona,PROPOSSPERS
a,CPOSS06
ikonomi,N09
",",ZM
re,CSPERS
tshwanetse,V
hore,CONJ
ka,PART
mehla,N04
re,CSPERS
lekole,V
ha,CONJ
eba,VCOP
katleho,N09
ya,CPOSS09
ona,PROEMP06
e,CS09
thusa,V
ho,CN15
ntlafatsa,V
boleng,N14
ba,CPOSS14
bophelo,N14
ba,CPOSS14
batho,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
bohle,PROQUANT02
",",ZM
mme,CONJ
a,CS01
dula,V
a,CS01
le,CO05
sesebediswa,N07
sa,CPOSS07
bohlokwa,N14
Ntweng,N09
ya,CPOSS09
rona,PROPOSSPERS
e,CS09
kgahlanong,N09
le,PART
Bofuma,N14
le,PART
ho,CN15
potlakisa,V
phihlelo,N09
ya,CPOSS09
maikemisetso,N06
a,CPOSS06
rona,PROPOSSPERS
mabapi,ADV
le,PART
ho,CN15
fokotsa,V
tlhokeho,N09
ya,CPOSS09
mosebetsi,N03
le,PART
ho,CN15
fihlela,V
bophelo,N14
bo,ADJC14
botle,ADJ14
bakeng,N07
sa,CPOSS07
bohle,PROQUANT02
.,ZE
,
Mabapi,ADV
le,PART
lenaneo,N05
la,CPOSS05
ho,CN15
aha,V
matlo,N06
",",ZM
jwale,ADV
re,CSPERS
kgona,V
ho,CN15
aha,V
matlo,N06
a,CS06
260,RV
",",ZM
000,RV
ka,PART
selemo,N07
",",ZM
mme,CONJ
ho,CN15
fihletswe,V
tumellano,N09
le,PART
SALGA,RK
hore,CONJ
e,CS09
thibele,V
thekiso,N09
ya,CPOSS09
mobu,N03
o,CS03
ka,PART
sebediswang,V
bakeng,N07
sa,CPOSS07
lenaneo,N05
la,CPOSS05
ho,CN15
aha,V
matlo,N06
.,ZE
,
Ha,CONJ
re,CSPERS
ntse,VAUX
re,CSPERS
tswela,V
pele,NLOC
ka,PART
ho,CN15
kenya,V
letsoho,N05
mererong,N04
e,ADJC04
mengata,ADJ04
e,CS04
tsepamisitseng,V
maikutlo,N06
phedisong,N09
ya,CPOSS09
bofuma,N14
",",ZM
re,CSPERS
tla,V
tswela,V
pele,NLOC
ho,CN15
sebetsana,V
le,PART
bofokodi,N14
bo,CS14
mmalwa,N03
",",ZM
ho,CN15
kenyelletswa,V
le,PART
ho,CN15
qetella,V
Bili,N09
ya,CPOSS09
Taolo,N09
ya,CPOSS09
Tshebediso,N09
ya,CPOSS09
mobu,N03
",",ZM
ho,CN15
qetellwa,V
ha,CPOSSLOC
dinyewe,N10
tsa,CPOSS10
pusetso,N09
ya,CPOSS09
mobu,N03
",",ZM
lenaneo,N05
la,CPOSS05
tshehetso,N09
bakeng,N07
sa,CPOSS07
bao,CD02
ba,CS02
fumanang,V
mobu,N03
",",ZM
le,PART
ntshetsopele,N09
le,PART
ho,CN15
kengwa,V
tshebetsong,N09
ha,CPOSSLOC
lenaneo,N05
la,CPOSS05
ntshetsopele,N09
ya,CPOSS09
dibaka,N08
tsa,CPOSS08
mahaeng,N06
.,ZE
,
Ho,CSINDEF
na,VCOP
le,PART
tse,ADJC10
ding,ADJ10
tsa,CPOSS10
dintho,N10
tseo,CD10
re,CSPERS
tla,V
di,CO10
neha,V
kelo,N09
hloko,N09
e,CS09
ikgethang,V
selemong,N07
sena,CD07
",",ZM
mme,CONJ
re,CSPERS
etse,V
bonnete,N14
ba,CPOSS14
hore,CONJ
re,CSPERS
fihlela,V
dibeo,N08
tseo,CD08
re,CSPERS
batlang,V
ho,CN15
di,CO08
fihlela,V
ka,PART
borona,N14
.,ZE
,
E,ADJC09
nngwe,ADJ09
ya,CPOSS09
Dintho,N10
tse,CS10
Lokelang,V
ho,CN15
ba,VCOP
ka,PART
Hodimodimo,N16
Lenaneng,N05
ke,VCOP
katoloso,N09
ya,CPOSS09
leano,N05
le,PART
nang,VCOP
le,PART
nyalanyo,N09
hape,ADV
le,CS05
felletseng,V
la,CPOSS05
twantsho,N09
ya,CPOSS09
bofuma,N14
le,CS05
tla,V
shebana,V
haholo,ADV
le,PART
dikarolo,N10
tsa,CPOSS10
setjhaba,N07
tse,CS10
anngweng,V
haholo,ADV
ke,PART
bothata,N14
bona,CD14
.,ZE
,
Mona,CD18
ho,CSINDEF
kenyelletswa,V
bana,N02
",",ZM
basadi,N02
",",ZM
batjha,N02
",",ZM
batho,N02
ba,CS02
phelang,V
mahaeng,N06
le,PART
dibakeng,N08
tsa,CPOSS08
bodulo,N14
tsa,CPOSS08
mekhukhung,N04
tse,CS08
ditoropong,N10
",",ZM
batho,N02
ba,CS02
holofetseng,V
kapa,CONJ
ba,CS02
nang,VCOP
le,PART
malwetse,N06
a,CS06
sa,MNEG
feleng,V
le,PART
maqheku,N06
.,ZE
,
Hara,NLOC
mehato,N04
ya,CPOSS04
bohlokwa,N14
e,CS04
sisingwang,V
ho,CN15
kenyelletswa,V
:,ZM
katoloso,N09
ya,CPOSS09
lenaneo,N05
la,CPOSS05
mesebetsi,N04
ya,CPOSS04
setjhaba,N07
",",ZM
ho,CN15
fana,V
ka,PART
disaposidi,N10
tsa,CPOSS10
mesebetsi,N04
bakeng,N07
sa,CPOSS07
ho,CN15
theha,V
mesebetsi,N04
ka,PART
ho,CN15
otloloha,V
bakeng,N07
sa,CPOSS07
dihlopha,N08
tse,CS08
itseng,V
",",ZM
ho,CN15
ntlafatsa,V
bokgoni,N14
ba,CPOSS14
ho,CN15
batla,V
mosebetsi,N03
",",ZM
ho,CN15
ntlafatsa,V
thuto,N09
le,PART
thupelo,N09
",",ZM
ho,CN15
ntlafatsa,V
ditshebeletso,N10
le,PART
thepa,N09
hara,NLOC
merabe,N04
e,CS04
futsanehileng,V
",",ZM
ho,CN15
nka,V
mehato,N04
e,CS04
itseng,V
mabapi,ADV
le,PART
malapa,N06
a,CS06
futsanehileng,V
",",ZM
le,PART
ho,CN15
etsa,V
bonnete,N14
ba,CPOSS14
hore,CONJ
ho,CN15
ba,VCOP
le,PART
tshebetso,N09
tse,CS10
tsamayang,V
hantle,ADV
haholo,ADV
tsa,CPOSS10
tshehetso,N09
ya,CPOSS09
basadi,N02
le,PART
mekga,N04
e,ADJC04
meng,ADJ04
.,ZE
,
Hara,NLOC
tse,ADJC10
ding,ADJ10
",",ZM
re,CSPERS
tla,V
lekola,V
taba,N09
ya,CPOSS09
bong,N14
hore,CONJ
re,CSPERS
ntlafatse,V
dikarolo,N10
tsohle,PROQUANT10
tse,CS10
amang,V
le,PART
matlafatso,V
ya,CPOSS09
basadi,N02
.,ZE
,
Ho,CN15
tsamaisanang,V
le,PART
hona,PROEMPLOC
ke,VCOP
projeke,N09
ya,CPOSS09
ho,CN15
lekola,V
thuso,N09
tse,CS10
hlokehang,V
bakeng,N07
sa,CPOSS07
ho,CN15
sebetsana,V
le,PART
bana,N02
bao,CD02
ba,CS02
sa,MNEG
sireletsehang,V
ba,CPOSS02
dilemo,N08
tse,CD08
ka,PART
hodimo,N16
ho,CN15
se,MNEG
14,RV
.,ZE
,
Empa,CONJ
bohle,PROQUANT02
re,CSPERS
tla,V
dumellana,V
ka,PART
hore,CONJ
setjhaba,N07
sa,CPOSS07
heso,PRPOSSPERS
le,PART
mofutsana,N03
haholoholo,ADV
",",ZM
ba,CS02
ke,MNEG
ke,MNEG
ba,CS02
kgona,V
ho,CN15
emela,V
maano,N06
le,PART
dipuisano,N10
le,PART
diwekeshopo,N10
-,ZM
le,PART
ha,CONJ
tsena,CD10
tsohle,PROQUANT10
e,CSNEUT
le,PART
dintho,N10
tsa,CPOSS10
bohlokwa,N14
.,ZE
,
Se,CS07
kgahlisang,V
ke,VCOP
hore,CONJ
mehato,N04
e,CS04
ka,PART
nkuwang,V
ke,VCOP
ya,CPOSS04
dintho,N10
tseo,CD10
mmuso,N03
o,CS03
seng,MNEG
o,CS03
ntse,VAUX
o,CS03
di,CO10
etsa,V
le,PART
ha,CONJ
e,CSNEUT
le,VCOP
hore,CONJ
ha,MNEG
di,CS10
na,VCOP
nyalanyo,N09
ka,PART
botlalo,N14
.,ZE
,
Jwale,ADV
he,INT
",",ZM
ka,PART
ho,CN15
ya,V
ka,PART
moya,N03
wa,CPOSS03
Ho,CN15
Etsa,V
Dintho,N10
ka,PART
Mokgwa,N03
o,CS03
sa,CPOSS07
Tlwaelehang,V
",",ZM
mmuso,N03
selemong,N07
se,CS07
tlang,V
o,CS03
ikemiseditse,V
ho,CN15
hlwaya,V
malapa,N06
le,PART
batho,N02
ba,CS02
itseng,V
ba,CS02
futsanehileng,V
e,CS09
ke,VCOP
ka,PART
nnete,N09
",",ZM
mmoho,ADV
le,PART
ho,CN15
nka,V
mehato,N04
e,CS03
tla,V
ba,CO02
thusa,V
nakong,N09
e,ADJC09
kgutshwanyane,ADJ09
ho,CN15
fokotsa,V
bofuma,N14
ba,CPOSS14
bona,PROPOSS02
.,ZE
,
Bakeng,N07
sa,CPOSS07
hona,PROEMPLOC
",",ZM
re,CSPERS
tla,V
hloka,V
Phaposi,N09
ya,CPOSS09
Naha,N09
ya,CPOSS09
Ntwa,N09
Kgahlanong,N09
le,PART
Bofuma,N14
re,CSPERS
kopanye,V
mafapha,N06
a,CS06
jwalo,ADV
ka,PART
Lefapha,N05
la,CPOSS05
Ntshetsopele,N09
ya,CPOSS09
Setjhaba,N07
",",ZM
Lefapha,N05
la,CPOSS05
Mebuso,N04
ya,CPOSS04
Diprovense,N10
le,PART
ya,CPOSS04
Selehae,N07
",",ZM
Lefapha,N05
la,CPOSS05
Kgwebo,N09
le,PART
Indasteri,N09
",",ZM
la,CPOSS05
Temo,N09
le,PART
Ditaba,N10
tsa,CPOSS10
Mobu,N03
",",ZM
la,CPOSS05
Mesebetsi,N04
ya,CPOSS04
Mmuso,N03
le,PART
la,CPOSS05
Bophelo,N14
",",ZM
ekasitana,CONJ
le,PART
makgotla,N06
a,CPOSS06
tsamaiso,N09
a,CPOSS06
diprovense,N10
le,PART
selehae,N07
",",ZM
a,CS06
tla,V
sebetsa,V
le,PART
di-NGO,N10
le,PART
kgwebo,N09
ho,CN15
hlwaya,V
thuso,N09
e,CS09
hlokehang,V
malapeng,N06
a,CS06
itseng,V
mme,CONJ
a,CS06
e,CO09
kenye,V
tshebetsong,N09
ka,PART
potlako,N09
.,ZE
,
Selemong,N07
sena,CD07
re,CSPERS
tla,V
shebana,V
le,PART
dintho,N10
tse,ADJC10
ding,ADJ10
tse,CS10
itseng,V
tse,CS10
ka,PART
hodimodimo,N16
lenaneng,N05
la,CPOSS05
mesebetsi,N04
e,CS04
lokelwang,V
ho,CN15
etsuwa,V
e,CS09
leng,VCOP
tsona,PROEMP10
tsa,CPOSS10
bohlokwa,N14
ntweng,N09
ya,CPOSS09
naha,N09
e,CS09
kgahlanong,N09
le,PART
bofuma,N14
",",ZM
jwalo,ADV
ka,PART
ha,CONJ
ho,CN15
phehelletswe,V
hore,CONJ
ho,CN15
be,VCOP
le,PART
kakaretso,N09
ya,CPOSS09
batho,N02
ho,PART
tsa,CPOSS10
ikonomi,N09
le,PART
kahisano,N09
.,ZE
,
Tsona,PROEMP10
ke,VCOP
tsena,CD10
:,ZM
,
ho,CN15
potlakisa,V
diphetoho,N10
tsa,CPOSS10
mobu,N03
le,PART
tsa,CPOSS10
temo,N09
ka,PART
merero,N04
e,CS04
felletseng,V
ya,CPOSS09
ho,CN15
fumana,V
mobu,N03
",",ZM
phethahatso,N09
e,CS09
ntlafetseng,V
ya,CPOSS09
ditshebeletso,N10
tsa,CPOSS10
ho,CN15
tshehetsa,V
balemi,N02
",",ZM
le,PART
ho,CN15
ntlafatsa,V
ditjhelete,N10
tsa,CPOSS10
lenaneo,N05
la,CPOSS05
MAFISA,N06
hore,CONJ
le,CS05
kgone,V
ho,CN15
fana,V
ka,PART
dikadimo,N10
tse,ADJC10
nyenyane,ADJ10
tsa,CPOSS10
temo,N09
",",ZM
re,CSPERS
tla,V
tsepamisa,V
maikutlo,N06
haholo,ADV
dibakeng,N08
tse,CS08
nang,VCOP
le,PART
batho,N02
ba,ADJC02
bangata,ADJ02
haholo,ADV
ba,CS02
dulang,V
mapolasing,N06
le,PART
bao,CD02
ba,CS02
tshabiswang,V
ka,PART
ho,CN15
tloswa,V
mobung,N03
",",ZM
mme,CONJ
re,CSPERS
batla,V
ho,CN15
eketsa,V
dikgwebo,N10
tsa,CPOSS10
ba,ADJC02
batsho,ADJ02
temong,N09
ka,PART
dipersente,N10
tse,CS10
5,RV
ka,PART
selemo,N07
",",ZM
le,PART
ho,CN15
lekolwa,V
ha,CPOSSLOC
bong,N14
ba,CPOSS14
mobu,N03
ho,CN15
tla,V
potlakiswa,V
;,ZM
,
Bajete,N09
e,CS09
tla,V
eketswa,V
bakeng,N07
sa,CPOSS07
maqheku,N06
le,PART
ho,CN15
lekanya,V
dilemo,N08
tsa,CPOSS08
bao,CD02
ba,CS02
tshwanelehang,V
ho,CN15
fumana,V
tjhelete,N09
ya,CPOSS09
penshene,N09
ya,CPOSS09
boqheku,N14
hore,CONJ
e,CSNEUT
be,VCOP
dilemo,N08
tse,CS08
60,RV
bohle,PROQUANT14
",",ZM
mme,CONJ
hona,PROEMPLOC
ho,CSLOC
tla,V
una,V
banna,N02
ba,CS02
ka,PART
etsang,V
halofo,N09
ya,CPOSS09
miliyone,N09
molemo,N03
;,ZM
,
ho,CN15
matlafatsa,V
maiteko,N06
a,CS06
seng,MNEG
a,CS06
qadilwe,V
mabapi,ADV
le,PART
thuso,N09
ya,CPOSS09
dikoporasi,N10
le,PART
kgwebo,N09
tse,ADJC10
nyenyane,ADJ10
haholoholo,ADV
tseo,CD10
tse,CS10
kenyelletsang,V
basadi,N02
",",ZM
ho,CSINDEF
shebilwe,V
haholo,ADV
taba,N09
ya,CPOSS09
ho,CN15
fana,V
ka,PART
thupelo,N09
le,PART
mebaraka,N04
",",ZM
ho,CN15
kenyelletswa,V
le,PART
ho,CN15
ba,CO02
hokahanya,V
le,PART
dikgwebo,N10
tseo,CD10
e,CS09
leng,VCOP
kgale,ADV
di,CS10
le,VCOP
teng,PROEMPLOC
;,ZM
,
ho,CN15
eketsa,V
tekanyo,N09
ya,CPOSS09
lenaneo,N05
la,CPOSS05
Tshebeletso,N09
ya,CPOSS09
Naha,N09
ya,CPOSS09
Batjha,N02
ho,CN15
kenyelletswa,V
le,PART
keketseho,N09
ya,CPOSS09
ho,CN15
kengwa,V
ha,CONJ
batho,N02
lenaneong,N05
la,CPOSS05
Ntshetsopele,N09
ya,CPOSS09
Botsebi,N14
ba,CPOSS14
Sesole,N07
la,CPOSS05
Lebotho,N05
la,CPOSS05
naha,N09
la,CPOSS05
Tshireletso,N09
ho,CN15
tloha,V
ho,PART
4,RV
000,RV
ha,CONJ
jwale,ADV
ho,CN15
ya,V
ho,PART
10,RV
000,RV
.,ZE
,
R700,RV
miliyone,N09
e,CS09
se,CS07
e,CS09
fuwe,V
ba,CPOSS02
SANDF,RL
hore,CONJ
ba,CS02
qale,V
ho,CN15
eketsa,V
lenaneo,N05
lena,CD05
;,ZM
,
ho,CN15
matlafatsa,V
Lenaneo,N05
la,CPOSS05
Mesebetsi,N04
e,CS04
Atolositsweng,V
ya,CPOSS09
Setjhaba,N07
",",ZM
leo,CD05
ka,PART
ho,CN15
feta,V
maikemisetso,N06
ao,CD06
le,CS05
neng,PART
le,CS05
behetswe,V
ona,PROEMP06
",",ZM
le,CS05
bontshitseng,V
hore,CONJ
le,CS05
kgona,V
ho,CN15
amohela,V
batho,N02
ba,ADJC02
batjha,ADJ02
:,ZM
hoa,V
ho,CN15
tla,V
kenyelletsa,V
keketso,N09
ya,CPOSS09
batjha,N02
lenaneong,N05
bakeng,N07
sa,CPOSS07
ho,CN15
boloka,V
dibopeho,N08
tsa,CPOSS08
motheo,N03
tsa,CPOSS08
setjhaba,N07
",",ZM
ho,CN15
eketsa,V
palo,N09
ya,CPOSS09
bana,N02
ba,CS02
